link,age_group,days_miss,games_miss,miss_days_per_y
/yannick-stark/profil/spieler/49737,27-30,34.0,1.0,2.8333333333333335
/pablo-mari/profil/spieler/210178,24-26,68.0,9.0,7.555555555555555
/rui-silva/profil/spieler/234811,24-26,174.0,23.0,19.333333333333332
/gedion-zelalem/profil/spieler/228370,21-23,520.0,68.0,86.66666666666667
/thijmen-goppel/profil/spieler/342240,21-23,143.0,18.0,23.833333333333332
/nolan-mbemba/profil/spieler/276768,24-26,174.0,23.0,21.75
/frank-acheampong/profil/spieler/157160,24-26,41.0,7.0,4.555555555555555
/sebastian-palacios/profil/spieler/262861,27-30,183.0,26.0,16.636363636363637
/tono/profil/spieler/125931,27-30,439.0,35.0,33.76923076923077
/boubacar-kamara/profil/spieler/394327,Sub_20,107.0,13.0,35.666666666666664
/felix-eboa-eboa/profil/spieler/296359,21-23,143.0,18.0,23.833333333333332
/molla-wague/profil/spieler/129893,27-30,183.0,26.0,15.25
/eric-dier/profil/spieler/175722,24-26,176.0,29.0,19.555555555555557
/tate-schmitt/profil/spieler/637658,21-23,143.0,18.0,28.6
/robert-leipertz/profil/spieler/119120,24-26,208.0,9.0,20.8
/stiven-mendoza/profil/spieler/131101,24-26,128.0,7.0,12.8
/arturo-mina/profil/spieler/263628,27-30,114.0,19.0,9.5
/andre-claro/profil/spieler/86804,27-30,38.0,6.0,3.1666666666666665
/lucas-tousart/profil/spieler/353948,21-23,143.0,18.0,23.833333333333332
/josue/profil/spieler/72772,27-30,73.0,14.0,6.083333333333333
/alejandro-pozuelo/profil/spieler/188853,27-30,238.0,23.0,21.636363636363637
/sergio-floccari/profil/spieler/30638,Plus_35,306.0,39.0,14.571428571428571
/ionut-radu/profil/spieler/303657,21-23,234.0,39.0,46.8
/abdou-traore/profil/spieler/42941,27-30,357.0,58.0,25.5
/marc-andre-ter-stegen/profil/spieler/74857,27-30,120.0,13.0,10.909090909090908
/damian-batallini/profil/spieler/421998,21-23,143.0,18.0,23.833333333333332
/alireza-jahanbakhsh/profil/spieler/213268,24-26,282.0,34.0,31.333333333333332
/ademola-lookman/profil/spieler/406040,21-23,56.0,7.0,11.2
/rajko-rotman/profil/spieler/100303,27-30,62.0,12.0,4.428571428571429
/michael-murillo/profil/spieler/354482,21-23,143.0,18.0,20.428571428571427
/platiny/profil/spieler/248901,27-30,158.0,21.0,13.166666666666666
/kekuta-manneh/profil/spieler/253053,24-26,217.0,24.0,27.125
/said-benrahma/profil/spieler/290532,21-23,143.0,18.0,20.428571428571427
/daryl-murphy/profil/spieler/31312,Plus_35,120.0,19.0,6.0
/anwar-el-ghazi/profil/spieler/183720,24-26,74.0,12.0,9.25
/mickey-van-der-hart/profil/spieler/207048,24-26,81.0,6.0,10.125
/jordan-morris/profil/spieler/337807,24-26,389.0,49.0,48.625
/clinton-njie/profil/spieler/241119,24-26,188.0,35.0,20.88888888888889
/santi-comesana/profil/spieler/380598,21-23,143.0,18.0,23.833333333333332
/onur-ayik/profil/spieler/52006,27-30,382.0,49.0,29.384615384615383
/rodrigo-battaglia/profil/spieler/89297,27-30,215.0,41.0,19.545454545454547
/ih-yeong-park/profil/spieler/307397,24-26,90.0,12.0,11.25
/welinton/profil/spieler/95152,27-30,89.0,12.0,6.357142857142857
/antonio-mirante/profil/spieler/22141,Plus_35,317.0,41.0,16.68421052631579
/dominic-samuel/profil/spieler/203784,24-26,174.0,23.0,19.333333333333332
/dogukan-sinik/profil/spieler/370833,Sub_20,73.0,8.0,18.25
/mikhail-ignatov/profil/spieler/419672,Sub_20,33.0,5.0,11.0
/orel-mangala/profil/spieler/289592,21-23,22.0,3.0,4.4
/nils-butzen/profil/spieler/151105,24-26,43.0,5.0,4.3
/steffen-schafer/profil/spieler/119291,24-26,16.0,4.0,1.7777777777777777
/luca-sangalli/profil/spieler/289286,24-26,185.0,26.0,23.125
/tommy-elphick/profil/spieler/37152,31-34,163.0,27.0,10.866666666666667
/salvatore-sirigu/profil/spieler/25508,31-34,43.0,10.0,2.6875
/ander-capa/profil/spieler/197545,27-30,58.0,8.0,5.2727272727272725
/pablo-valcarce/profil/spieler/365313,24-26,174.0,23.0,17.4
/georgi-zotov/profil/spieler/113235,27-30,14.0,1.0,1.0769230769230769
/christian-fernandez/profil/spieler/48294,31-34,220.0,31.0,12.941176470588236
/djordje-mihailovic/profil/spieler/484756,Sub_20,288.0,30.0,72.0
/juan-foyth/profil/spieler/480763,21-23,63.0,7.0,12.6
/eder/profil/spieler/37418,31-34,180.0,19.0,11.25
/diogo-leite/profil/spieler/357156,Sub_20,73.0,8.0,18.25
/kyle-vassell/profil/spieler/293002,24-26,174.0,23.0,17.4
/laurent-ciman/profil/spieler/22338,31-34,28.0,3.0,1.6470588235294117
/kik-pierie/profil/spieler/361207,Sub_20,73.0,8.0,36.5
/richard-magyar/profil/spieler/148727,27-30,104.0,20.0,8.666666666666666
/arthur/profil/spieler/362842,21-23,121.0,13.0,20.166666666666668
/vincent-laurini/profil/spieler/94936,27-30,237.0,33.0,18.23076923076923
/danilo-silva/profil/spieler/61952,31-34,373.0,32.0,23.3125
/osvaldo-alonso/profil/spieler/62810,31-34,273.0,29.0,16.058823529411764
/tobias-mohr/profil/spieler/153661,21-23,273.0,28.0,39.0
/hee-chan-hwang/profil/spieler/292246,21-23,196.0,37.0,28.0
/lautaro-guzman/profil/spieler/626916,Sub_20,73.0,8.0,24.333333333333332
/martin-skrtel/profil/spieler/24180,31-34,353.0,76.0,19.61111111111111
/julian-pollersbeck/profil/spieler/228975,24-26,35.0,3.0,4.375
/deni-milosevic/profil/spieler/168163,24-26,11.0,2.0,1.375
/ze-luis/profil/spieler/134602,27-30,244.0,44.0,20.333333333333332
/mathias-normann/profil/spieler/257805,21-23,143.0,18.0,23.833333333333332
/timo-werner/profil/spieler/170527,21-23,83.0,12.0,11.857142857142858
/ismael-quilez/profil/spieler/91360,27-30,183.0,26.0,13.071428571428571
/beram-kayal/profil/spieler/44741,31-34,336.0,58.0,22.4
/valter-birsa/profil/spieler/26105,31-34,256.0,40.0,16.0
/alex-muyl/profil/spieler/413690,21-23,17.0,2.0,2.4285714285714284
/romain-genevois/profil/spieler/57525,31-34,170.0,21.0,11.333333333333334
/mohamed-elneny/profil/spieler/160438,24-26,57.0,15.0,5.7
/tom-davies/profil/spieler/314210,Sub_20,73.0,8.0,18.25
/sam-vines/profil/spieler/535282,Sub_20,73.0,8.0,24.333333333333332
/albert-rusnak/profil/spieler/43228,24-26,23.0,4.0,2.875
/enrique-borja/profil/spieler/417326,21-23,143.0,18.0,20.428571428571427
/marcus-thuram/profil/spieler/318528,21-23,143.0,18.0,28.6
/robert-andrich/profil/spieler/159088,24-26,34.0,7.0,4.25
/zac-macmath/profil/spieler/156300,27-30,30.0,5.0,2.727272727272727
/sven-braken/profil/spieler/185400,24-26,479.0,48.0,53.22222222222222
/okechukwu-azubuike/profil/spieler/386126,21-23,53.0,10.0,8.833333333333334
/michael-brouwer/profil/spieler/231650,24-26,174.0,23.0,17.4
/egor-baburin/profil/spieler/146918,24-26,184.0,22.0,20.444444444444443
/sadio-mane/profil/spieler/200512,27-30,150.0,21.0,13.636363636363637
/kristofer-kristinsson/profil/spieler/400174,Sub_20,73.0,8.0,18.25
/evens-joseph/profil/spieler/593320,Sub_20,73.0,8.0,24.333333333333332
/lukas-kubler/profil/spieler/93604,24-26,736.0,85.0,73.6
/marvin-plattenhardt/profil/spieler/89592,27-30,106.0,16.0,9.636363636363637
/emerson-hyndman/profil/spieler/223047,21-23,157.0,29.0,22.428571428571427
/darwin-quintero/profil/spieler/55666,31-34,25.0,3.0,1.6666666666666667
/manuel-castro/profil/spieler/335984,21-23,143.0,18.0,20.428571428571427
/wilson-kamavuaka/profil/spieler/55512,27-30,20.0,5.0,1.5384615384615385
/jese/profil/spieler/134936,24-26,271.0,40.0,27.1
/marco-dalessandro/profil/spieler/99232,27-30,174.0,30.0,14.5
/lucas-vazquez/profil/spieler/221316,27-30,77.0,7.0,7.0
/yekta-kurtulus/profil/spieler/63204,31-34,341.0,59.0,20.058823529411764
/raul-guti/profil/spieler/330352,21-23,205.0,23.0,34.166666666666664
/abdul-aziz-tetteh/profil/spieler/157003,27-30,183.0,26.0,15.25
/franck-evina/profil/spieler/336331,Sub_20,74.0,4.0,37.0
/ruben-pena/profil/spieler/238868,27-30,122.0,8.0,11.090909090909092
/keagan-dolly/profil/spieler/234006,24-26,35.0,5.0,3.5
/lewis-wing/profil/spieler/517286,21-23,143.0,18.0,20.428571428571427
/federico-cartabia/profil/spieler/242548,24-26,220.0,26.0,22.0
/isaac-hayden/profil/spieler/206225,24-26,84.0,10.0,10.5
/jack-butland/profil/spieler/128899,24-26,174.0,23.0,17.4
/michael-dawson/profil/spieler/9988,Plus_35,415.0,71.0,21.842105263157894
/aly-ghazal/profil/spieler/254981,27-30,28.0,4.0,2.5454545454545454
/martin-montoya/profil/spieler/68645,27-30,68.0,14.0,5.666666666666667
/cristian-pavon/profil/spieler/373170,21-23,68.0,9.0,9.714285714285714
/alvaro-medran/profil/spieler/253839,24-26,174.0,23.0,19.333333333333332
/samba-sow/profil/spieler/89461,27-30,420.0,53.0,30.0
/alejandro-romero-gamarra/profil/spieler/355817,24-26,174.0,23.0,21.75
/oghenekaro-etebo/profil/spieler/409106,21-23,61.0,9.0,8.714285714285714
/khaled-adenon/profil/spieler/39174,31-34,220.0,31.0,12.941176470588236
/michael-hefele/profil/spieler/102382,27-30,758.0,94.0,63.166666666666664
/aatif-chahechouhe/profil/spieler/73480,31-34,76.0,12.0,4.75
/ramon-pascal-lundqvist/profil/spieler/238084,21-23,388.0,39.0,64.66666666666667
/nouha-dicko/profil/spieler/173750,27-30,358.0,49.0,32.54545454545455
/mustafa-akbas/profil/spieler/98113,27-30,176.0,35.0,14.666666666666666
/marakis/profil/spieler/188669,27-30,17.0,3.0,1.5454545454545454
/cristian-chavez/profil/spieler/70132,31-34,45.0,8.0,3.0
/lazar-markovic/profil/spieler/144303,24-26,254.0,37.0,28.22222222222222
/maksim-semakin/profil/spieler/72165,Plus_35,244.0,34.0,12.842105263157896
/zian-flemming/profil/spieler/411537,Sub_20,73.0,8.0,18.25
/robert-strauss/profil/spieler/18068,31-34,245.0,31.0,15.3125
/toni-lato/profil/spieler/320271,21-23,32.0,4.0,6.4
/jack-grealish/profil/spieler/203460,21-23,143.0,18.0,20.428571428571427
/tim-matavz/profil/spieler/50303,27-30,501.0,92.0,35.785714285714285
/albert-adomah/profil/spieler/83430,31-34,220.0,31.0,14.666666666666666
/kiki/profil/spieler/270055,24-26,31.0,4.0,3.875
/jake-nerwinski/profil/spieler/482612,24-26,174.0,23.0,21.75
/eljif-elmas/profil/spieler/400489,Sub_20,73.0,8.0,24.333333333333332
/dimitri-payet/profil/spieler/37647,31-34,163.0,24.0,10.1875
/sven-ulreich/profil/spieler/40680,27-30,198.0,27.0,14.142857142857142
/danilo-soares/profil/spieler/154396,27-30,183.0,26.0,16.636363636363637
/robert-muhren/profil/spieler/186763,27-30,3.0,1.0,0.23076923076923078
/johnny-russell/profil/spieler/55494,27-30,170.0,25.0,13.076923076923077
/henri-lansbury/profil/spieler/44794,27-30,97.0,21.0,8.083333333333334
/brandon-servania/profil/spieler/455979,Sub_20,58.0,8.0,14.5
/jailson/profil/spieler/366948,21-23,143.0,18.0,20.428571428571427
/britt-assombalonga/profil/spieler/186172,24-26,174.0,23.0,17.4
/conor-townsend/profil/spieler/146509,24-26,22.0,4.0,2.2
/ivan-markelov/profil/spieler/106569,31-34,220.0,31.0,14.666666666666666
/marcelo/profil/spieler/52920,31-34,26.0,2.0,1.7333333333333334
/anton-shunin/profil/spieler/37549,31-34,115.0,4.0,7.1875
/mikel-san-jose/profil/spieler/52469,27-30,70.0,11.0,5.384615384615385
/jan-vertonghen/profil/spieler/43250,31-34,396.0,62.0,24.75
/eric-miller/profil/spieler/245315,24-26,125.0,17.0,12.5
/kyle-duncan/profil/spieler/349699,21-23,325.0,39.0,65.0
/emmanuel-iyoha/profil/spieler/314245,21-23,41.0,2.0,8.2
/romulo/profil/spieler/121756,31-34,392.0,59.0,26.133333333333333
/murat-cem-akpinar/profil/spieler/388913,Sub_20,73.0,8.0,18.25
/luca-plogmann/profil/spieler/335997,Sub_20,73.0,8.0,24.333333333333332
/erwin-mulder/profil/spieler/56631,27-30,88.0,17.0,6.285714285714286
/david-junca/profil/spieler/164055,24-26,403.0,55.0,44.77777777777778
/matias-caruzzo/profil/spieler/56573,31-34,220.0,31.0,12.222222222222221
/vitor-goncalves/profil/spieler/194547,27-30,183.0,26.0,16.636363636363637
/markel-susaeta/profil/spieler/54245,31-34,49.0,11.0,3.2666666666666666
/brice-samba/profil/spieler/191056,24-26,174.0,23.0,19.333333333333332
/geronimo-rulli/profil/spieler/229604,24-26,125.0,19.0,12.5
/andrej-kramaric/profil/spieler/46580,27-30,53.0,3.0,4.818181818181818
/anaitz-arbilla/profil/spieler/71548,31-34,454.0,64.0,28.375
/alan/profil/spieler/73460,27-30,728.0,88.0,56.0
/benjamin-hubner/profil/spieler/52348,27-30,272.0,39.0,20.923076923076923
/kevin-lankford/profil/spieler/338879,Sub_20,42.0,7.0,10.5
/enis-hajri/profil/spieler/28735,Plus_35,214.0,24.0,10.7
/steve-mandanda/profil/spieler/23951,31-34,313.0,40.0,17.38888888888889
/raul-navas/profil/spieler/142419,31-34,570.0,68.0,38.0
/adrien-thomasson/profil/spieler/215977,24-26,174.0,23.0,19.333333333333332
/joshua-brenet/profil/spieler/207006,24-26,40.0,9.0,4.444444444444445
/erick-pulgar/profil/spieler/215616,24-26,54.0,5.0,6.0
/nick-rimando/profil/spieler/39434,Plus_35,86.0,14.0,3.739130434782609
/lucas-villalba/profil/spieler/240913,24-26,174.0,23.0,21.75
/simon-dawkins/profil/spieler/57488,31-34,106.0,19.0,7.066666666666666
/vitus-eicher/profil/spieler/57796,27-30,29.0,2.0,2.4166666666666665
/fabian-ruiz/profil/spieler/350219,21-23,113.0,15.0,16.142857142857142
/carlos-akapo/profil/spieler/225015,24-26,250.0,35.0,25.0
/niltinho/profil/spieler/271353,24-26,12.0,2.0,1.3333333333333333
/borys-tashchy/profil/spieler/138292,24-26,184.0,20.0,20.444444444444443
/aron-gunnarsson/profil/spieler/63821,27-30,224.0,36.0,16.0
/william/profil/spieler/153207,27-30,121.0,15.0,11.0
/toni-sunjic/profil/spieler/60790,27-30,4.0,1.0,0.2857142857142857
/antonin-barak/profil/spieler/272261,24-26,261.0,28.0,32.625
/callum-connolly/profil/spieler/308632,21-23,143.0,18.0,28.6
/joe-gomez/profil/spieler/256178,21-23,565.0,97.0,113.0
/junio/profil/spieler/520469,21-23,143.0,18.0,23.833333333333332
/elhadji-pape-diaw/profil/spieler/410238,24-26,28.0,4.0,3.5
/florian-thauvin/profil/spieler/184892,24-26,71.0,14.0,7.1
/miguel-luis/profil/spieler/357161,Sub_20,49.0,1.0,12.25
/carlos-martinez/profil/spieler/58074,31-34,1008.0,122.0,59.294117647058826
/yannis-ammour/profil/spieler/420782,Sub_20,73.0,8.0,24.333333333333332
/facundo-sanchez/profil/spieler/107523,27-30,183.0,26.0,14.076923076923077
/leo-stulac/profil/spieler/171159,24-26,40.0,5.0,5.0
/solly-march/profil/spieler/209212,24-26,174.0,23.0,21.75
/sebastian-griesbeck/profil/spieler/153555,27-30,90.0,10.0,7.5
/lewis-dunk/profil/spieler/148153,27-30,183.0,26.0,16.636363636363637
/bart-ramselaar/profil/spieler/326701,21-23,37.0,4.0,6.166666666666667
/roman-tugarev/profil/spieler/289643,Sub_20,73.0,8.0,18.25
/vladimir-rykov/profil/spieler/117802,31-34,101.0,13.0,6.733333333333333
/greg-leigh/profil/spieler/201586,24-26,174.0,23.0,21.75
/costinha/profil/spieler/236886,24-26,174.0,23.0,17.4
/alex-meret/profil/spieler/240414,21-23,362.0,37.0,60.333333333333336
/joao-carvalho/profil/spieler/258005,21-23,143.0,18.0,23.833333333333332
/ayoze-perez/profil/spieler/246968,24-26,174.0,23.0,19.333333333333332
/lukas-jutkiewicz/profil/spieler/33507,27-30,183.0,26.0,13.071428571428571
/mohammed-osman/profil/spieler/273431,24-26,174.0,23.0,19.333333333333332
/jaakko-oksanen/profil/spieler/433893,Sub_20,73.0,8.0,36.5
/oualid-el-hajjam/profil/spieler/283127,27-30,183.0,26.0,15.25
/taleb-tawatha/profil/spieler/60761,24-26,256.0,30.0,25.6
/jonathas/profil/spieler/58345,27-30,258.0,37.0,18.428571428571427
/moryke-fofana/profil/spieler/240497,27-30,13.0,4.0,1.1818181818181819
/adrian-calello/profil/spieler/55911,31-34,164.0,26.0,10.25
/daniel-james/profil/spieler/319301,21-23,143.0,18.0,28.6
/baris-ekincier/profil/spieler/383223,Sub_20,158.0,17.0,39.5
/jack-robinson/profil/spieler/128909,24-26,371.0,82.0,41.22222222222222
/kevin-mohwald/profil/spieler/94137,24-26,117.0,10.0,13.0
/christian-kouame/profil/spieler/337725,21-23,114.0,15.0,22.8
/mucahit-can-akcay/profil/spieler/315202,21-23,143.0,18.0,28.6
/mohamed-drager/profil/spieler/192167,21-23,143.0,18.0,23.833333333333332
/joao-talocha/profil/spieler/205116,27-30,183.0,26.0,14.076923076923077
/reto-ziegler/profil/spieler/9915,31-34,143.0,25.0,8.411764705882353
/massimo-gobbi/profil/spieler/28020,Plus_35,199.0,25.0,9.045454545454545
/felix-wiedwald/profil/spieler/44594,27-30,163.0,19.0,12.538461538461538
/diogo-verdasca/profil/spieler/225162,21-23,7.0,1.0,1.1666666666666667
/handwalla-bwana/profil/spieler/425824,Sub_20,103.0,16.0,34.333333333333336
/jefferson-montero/profil/spieler/77932,27-30,435.0,45.0,33.46153846153846
/paddy-mcnair/profil/spieler/167268,24-26,403.0,58.0,50.375
/nicolai-muller/profil/spieler/39426,31-34,399.0,57.0,26.6
/ignacio-piatti/profil/spieler/37433,31-34,110.0,17.0,6.111111111111111
/gustavo-sauer/profil/spieler/336158,24-26,69.0,2.0,6.9
/ezequiel-videla/profil/spieler/125889,31-34,220.0,31.0,14.666666666666666
/alan-ruiz/profil/spieler/190442,24-26,91.0,10.0,10.11111111111111
/facundo-medina/profil/spieler/474800,Sub_20,73.0,8.0,24.333333333333332
/bernard-tekpetey/profil/spieler/422380,21-23,73.0,10.0,14.6
/angel-rangel/profil/spieler/66550,Plus_35,195.0,33.0,9.75
/clemente/profil/spieler/59372,Plus_35,41.0,4.0,2.1578947368421053
/maximilian-mittelstadt/profil/spieler/282660,21-23,90.0,12.0,15.0
/ze-manuel/profil/spieler/113025,27-30,183.0,26.0,15.25
/iago-aspas/profil/spieler/72047,31-34,200.0,26.0,13.333333333333334
/antonino-barilla/profil/spieler/39828,31-34,51.0,8.0,3.4
/issam-chebake/profil/spieler/332049,27-30,25.0,3.0,1.9230769230769231
/dean-gerken/profil/spieler/42055,31-34,199.0,23.0,11.705882352941176
/joaquin-laso/profil/spieler/360797,27-30,183.0,26.0,15.25
/aleksandr-anyukov/profil/spieler/17749,Plus_35,30.0,7.0,1.5
/havard-nielsen/profil/spieler/136181,24-26,291.0,35.0,32.333333333333336
/osman-kakay/profil/spieler/419576,21-23,143.0,18.0,28.6
/sebastian-ernst/profil/spieler/108198,24-26,290.0,16.0,36.25
/erick-gutierrez/profil/spieler/298796,21-23,25.0,3.0,3.5714285714285716
/idrissa-doumbia/profil/spieler/430579,21-23,143.0,18.0,28.6
/dani-romera/profil/spieler/271451,21-23,203.0,15.0,29.0
/leandro-paiva/profil/spieler/269524,24-26,17.0,2.0,1.8888888888888888
/leon-bailey/profil/spieler/387626,21-23,38.0,5.0,7.6
/german-herrera/profil/spieler/32710,Plus_35,244.0,34.0,12.842105263157896
/thomas-delaney/profil/spieler/91849,27-30,210.0,30.0,19.09090909090909
/tristan-nydam/profil/spieler/483545,Sub_20,73.0,8.0,24.333333333333332
/pavel-kaloshin/profil/spieler/605627,21-23,143.0,18.0,28.6
/kurt-zouma/profil/spieler/157509,24-26,467.0,42.0,58.375
/yussuf-poulsen/profil/spieler/157635,24-26,88.0,14.0,11.0
/lukas-hinterseer/profil/spieler/59054,27-30,45.0,5.0,3.75
/sone-aluko/profil/spieler/42198,27-30,241.0,41.0,17.214285714285715
/alexander-buttner/profil/spieler/38003,27-30,29.0,4.0,2.0714285714285716
/alexandru-epureanu/profil/spieler/45340,31-34,386.0,47.0,24.125
/nahuel-arena/profil/spieler/552629,Sub_20,73.0,8.0,18.25
/xisco-campos/profil/spieler/70946,Plus_35,161.0,15.0,7.666666666666667
/luis-robles/profil/spieler/47289,Plus_35,53.0,8.0,2.789473684210526
/erik-zenga/profil/spieler/85961,24-26,615.0,74.0,61.5
/martin-cranie/profil/spieler/27659,31-34,180.0,28.0,11.25
/dries-saddiki/profil/spieler/370042,21-23,143.0,18.0,23.833333333333332
/aymeric-laporte/profil/spieler/176553,24-26,158.0,20.0,19.75
/takashi-inui/profil/spieler/98249,27-30,48.0,8.0,3.4285714285714284
/richie-laryea/profil/spieler/417348,24-26,174.0,23.0,21.75
/zanka/profil/spieler/52059,27-30,216.0,27.0,16.615384615384617
/craig-noone/profil/spieler/81202,31-34,160.0,14.0,10.666666666666666
/dani-ceballos/profil/spieler/319745,21-23,143.0,18.0,23.833333333333332
/alexandre-mendy/profil/spieler/290561,24-26,27.0,4.0,3.0
/douglas-luiz/profil/spieler/447661,21-23,65.0,7.0,13.0
/borja-baston/profil/spieler/85324,24-26,174.0,23.0,17.4
/marvin-ducksch/profil/spieler/125103,24-26,174.0,23.0,19.333333333333332
/brent-kallman/profil/spieler/226643,27-30,183.0,26.0,15.25
/marcelo-brozovic/profil/spieler/156617,24-26,150.0,19.0,15.0
/casimir-ninga/profil/spieler/392810,24-26,182.0,27.0,20.22222222222222
/kevin-gameiro/profil/spieler/27389,31-34,252.0,38.0,15.75
/stijn-schaars/profil/spieler/4698,Plus_35,1329.0,195.0,69.94736842105263
/rodrigo-salinas/profil/spieler/125750,31-34,220.0,31.0,13.75
/alejo-montero/profil/spieler/649998,21-23,143.0,18.0,28.6
/agustin-fontana/profil/spieler/345229,21-23,143.0,18.0,23.833333333333332
/paul-baysse/profil/spieler/43256,27-30,434.0,67.0,31.0
/oscar-cabezas/profil/spieler/514299,21-23,143.0,18.0,23.833333333333332
/mo-el-hankouri/profil/spieler/384587,21-23,143.0,18.0,28.6
/andrew-hjulsager/profil/spieler/167798,24-26,174.0,23.0,21.75
