age,link
23,/fousseni-diabate/profil/spieler/364861
21,/gustavo-hamer/profil/spieler/322985
25,/tim-rieder/profil/spieler/111277
34,/samir-handanovic/profil/spieler/28021
31,/juan-forlin/profil/spieler/53332
22,/lyanco/profil/spieler/379807
32,/sebastien-de-maio/profil/spieler/56830
29,/joe-bennett/profil/spieler/90964
26,/alisson/profil/spieler/105470
34,/fernandinho/profil/spieler/26267
22,/emanuel-iniguez/profil/spieler/542138
27,/giovanni-zarfino/profil/spieler/208022
30,/jorge-fellipe/profil/spieler/132060
21,/fedor-chalov/profil/spieler/287183
24,/wallace/profil/spieler/225335
27,/mauricio-rosales/profil/spieler/251619
20,/tom-edwards/profil/spieler/430788
26,/andreas-cornelius/profil/spieler/203412
19,/zaydou-youssouf/profil/spieler/471582
27,/nathaniel-mendez-laing/profil/spieler/125409
20,/charlie-lakin/profil/spieler/564048
23,/nahuel-estevez/profil/spieler/552472
26,/ruben-aguilar/profil/spieler/203746
20,/federico-valverde/profil/spieler/369081
28,/esteban-andrada/profil/spieler/105888
27,/dong-won-ji/profil/spieler/164265
24,/stephane-sparagna/profil/spieler/289216
36,/serginho/profil/spieler/40555
32,/jan-philipp-kalla/profil/spieler/30985
25,/yoel-barcenas/profil/spieler/283473
32,/roger-espinoza/profil/spieler/71096
24,/senou-coulibaly/profil/spieler/596240
33,/nacho-monreal/profil/spieler/43003
20,/alessandro-bastoni/profil/spieler/315853
28,/aleksandr-kokorin/profil/spieler/89086
32,/jeremy-grimm/profil/spieler/56294
25,/anthony-forde/profil/spieler/146494
28,/darko-lazovic/profil/spieler/70411
20,/vasilije-janjicic/profil/spieler/265254
18,/goncalo-cardoso/profil/spieler/587106
26,/daniel-bessa/profil/spieler/140757
25,/yoell-van-nieff/profil/spieler/187301
26,/luis-alberto/profil/spieler/128220
22,/ayaz-guliev/profil/spieler/260672
31,/aleksandr-martynovich/profil/spieler/59352
27,/neto/profil/spieler/291968
32,/dax-mccarty/profil/spieler/39479
21,/luther-singh/profil/spieler/387378
21,/zeki-erkilinc/profil/spieler/387218
35,/emmanuel-adebayor/profil/spieler/8883
25,/amin-younes/profil/spieler/96167
31,/pasquale-schiattarella/profil/spieler/56762
30,/emiliano-insua/profil/spieler/45599
34,/daniel-baier/profil/spieler/4018
31,/fabri/profil/spieler/45882
24,/jordy-de-wijs/profil/spieler/215096
29,/hal-robson-kanu/profil/spieler/65976
28,/thomas-fontaine/profil/spieler/80036
29,/joe-allen/profil/spieler/51452
26,/sam-johnson/profil/spieler/252062
32,/pirmin-schwegler/profil/spieler/14533
27,/jony/profil/spieler/228761
21,/wendel/profil/spieler/499721
31,/claudemir/profil/spieler/68275
24,/javi-galan/profil/spieler/448628
25,/niklas-lomb/profil/spieler/85543
22,/junior-sambia/profil/spieler/335147
32,/andrew-taylor/profil/spieler/29158
22,/fede-san-emeterio/profil/spieler/307519
25,/dani-calvo/profil/spieler/326416
26,/kevin-wimmer/profil/spieler/122675
29,/juan-sanchez-mino/profil/spieler/169249
27,/gael-kakuta/profil/spieler/74297
20,/facundo-almada/profil/spieler/639390
31,/david-mcgoldrick/profil/spieler/35416
23,/dario-van-den-buijs/profil/spieler/235274
21,/mats-kohlert/profil/spieler/288067
24,/antonio-barreca/profil/spieler/241889
22,/andoni-gorosabel/profil/spieler/289255
20,/jules-keita/profil/spieler/402117
24,/matthew-pennington/profil/spieler/220755
30,/emmanuel-ledesma/profil/spieler/62247
27,/immanuel-hohn/profil/spieler/77920
35,/federico-peluso/profil/spieler/21763
40,/sergio-pellissier/profil/spieler/5928
23,/christian-walton/profil/spieler/208379
24,/batuhan-artarslan/profil/spieler/237481
27,/ivan-novoseltsev/profil/spieler/231873
24,/callum-paterson/profil/spieler/169555
28,/kieran-trippier/profil/spieler/95810
25,/ridgeciano-haps/profil/spieler/228444
33,/mark-duffy/profil/spieler/105565
29,/iago-falque/profil/spieler/59340
26,/dimitri-foulquier/profil/spieler/170472
28,/rafael/profil/spieler/61892
28,/andrea-seculin/profil/spieler/85380
24,/mark-anthony-kaye/profil/spieler/343553
32,/tim-kister/profil/spieler/54767
30,/ugur-demirok/profil/spieler/44977
19,/matias-pellegrini/profil/spieler/606267
34,/vedad-ibisevic/profil/spieler/21175
27,/jordan-marie/profil/spieler/231025
23,/eduardo-henrique/profil/spieler/216118
26,/tim-parker/profil/spieler/354737
35,/yuri-zhirkov/profil/spieler/16760
20,/achraf-hakimi/profil/spieler/398073
27,/bouna-sarr/profil/spieler/190685
25,/ruben-vezo/profil/spieler/257851
26,/naim-sliti/profil/spieler/184491
30,/artem-dzyuba/profil/spieler/48067
24,/angel-gonzalez/profil/spieler/347920
20,/mauro-junior/profil/spieler/323910
31,/bartosz-bialkowski/profil/spieler/24496
35,/jose-antonio-reyes/profil/spieler/7717
22,/abdelhamid-sabiri/profil/spieler/340394
22,/dean-henderson/profil/spieler/258919
28,/maikel-kieftenbeld/profil/spieler/82332
34,/stewart-downing/profil/spieler/4063
27,/ivan-novoseltsev/profil/spieler/231873
27,/rasmus-thelander/profil/spieler/129092
28,/baptiste-reynet/profil/spieler/190786
27,/juan-muniz/profil/spieler/85357
31,/joel-lynch/profil/spieler/33070
35,/jeremy-sorbon/profil/spieler/56820
29,/leandro-chichizola/profil/spieler/95736
23,/luca-zander/profil/spieler/139278
36,/zhi-yang/profil/spieler/63522
31,/arne-feick/profil/spieler/38609
23,/nelson-monte/profil/spieler/332615
31,/aly-cissokho/profil/spieler/57515
25,/dennis-praet/profil/spieler/129588
26,/youssouf-sabaly/profil/spieler/135492
32,/taha-yalciner/profil/spieler/51938
27,/dmitri-poloz/profil/spieler/98539
24,/barrie-mckay/profil/spieler/208934
29,/mickael-alphonse/profil/spieler/172153
23,/abdoulaye-diallo/profil/spieler/415271
29,/adama-diomande/profil/spieler/93145
21,/dan-crowley/profil/spieler/223225
21,/adrian-semper/profil/spieler/317057
24,/leander-dendoncker/profil/spieler/168157
20,/florent-muslija/profil/spieler/337036
21,/cristian-romero/profil/spieler/355915
27,/sammy-ameobi/profil/spieler/92381
27,/joshua-king/profil/spieler/91059
35,/marcio-mossoro/profil/spieler/45596
20,/ronaldo-vieira/profil/spieler/434676
22,/carlos-fernandez/profil/spieler/216464
25,/patrick-twumasi/profil/spieler/188651
29,/gia-grigalava/profil/spieler/52089
31,/ryan-shawcross/profil/spieler/45861
30,/mossa/profil/spieler/96094
19,/paxton-pomykal/profil/spieler/455978
26,/granit-xhaka/profil/spieler/111455
22,/goncalo-guedes/profil/spieler/225122
21,/agustin-verdugo/profil/spieler/528270
34,/thiago-silva/profil/spieler/29241
32,/seth-sinovic/profil/spieler/144959
23,/henry-wingo/profil/spieler/378478
26,/alberto-benito/profil/spieler/263748
34,/kei-kamara/profil/spieler/39049
23,/egor-sorokin/profil/spieler/288721
24,/sam-mcqueen/profil/spieler/226968
28,/stefan-mitrovic/profil/spieler/143029
33,/evan-bush/profil/spieler/148916
26,/paulinho/profil/spieler/211072
21,/nicolas-de-la-cruz/profil/spieler/397458
23,/jordan-hamilton/profil/spieler/294707
19,/tyrell-malacia/profil/spieler/339340
26,/denis-terentjev/profil/spieler/144583
22,/kevin-bonifazi/profil/spieler/247377
26,/frederik-ronnow/profil/spieler/107775
26,/russell-teibert/profil/spieler/103627
27,/fernando-barrientos/profil/spieler/154292
22,/santiago-patino/profil/spieler/644780
30,/franco-di-santo/profil/spieler/59783
24,/lucas-torro/profil/spieler/213670
21,/steven-bergwijn/profil/spieler/284165
31,/jires-kembo-ekoko/profil/spieler/40446
21,/vanja-vucicevic/profil/spieler/423612
23,/lucas-chaves/profil/spieler/360791
25,/alan-schons/profil/spieler/378866
25,/ricardo-esgaio/profil/spieler/139395
30,/martin-dubravka/profil/spieler/74960
33,/vincent-kompany/profil/spieler/9594
26,/abdullahi-shehu/profil/spieler/262687
21,/konstantinos-mavropanos/profil/spieler/415912
24,/chico-geraldes/profil/spieler/257456
25,/todd-kane/profil/spieler/154287
32,/fedor-kudryashov/profil/spieler/48634
24,/mert-hakan-yandas/profil/spieler/306462
26,/jose-izquierdo/profil/spieler/147094
25,/memphis-depay/profil/spieler/167850
30,/ander-iturraspe/profil/spieler/71571
20,/dennis-hadzikadunic/profil/spieler/322065
27,/christian-atsu/profil/spieler/186997
31,/kevin-mirallas/profil/spieler/33639
22,/angelo-fulgini/profil/spieler/250013
26,/adam-marusic/profil/spieler/239802
23,/rodrigo-becao/profil/spieler/410158
18,/patrik-sigurdur-gunnarsson/profil/spieler/429563
33,/mattias-bjarsmyr/profil/spieler/30386
32,/stefan-radu/profil/spieler/44420
23,/evgeni-kharin/profil/spieler/193464
24,/edwar-lopez/profil/spieler/572077
26,/edu-campabadal/profil/spieler/126722
22,/konstantin-pliev/profil/spieler/394400
28,/richard-smallwood/profil/spieler/158713
27,/jordy-clasie/profil/spieler/104223
23,/adama-traore/profil/spieler/204103
26,/serge-aurier/profil/spieler/127032
24,/hector-bellerin/profil/spieler/191217
22,/andres-lioi/profil/spieler/563336
31,/jan-arie-van-der-heijden/profil/spieler/45538
31,/mahmut-tekdemir/profil/spieler/54177
23,/almamy-toure/profil/spieler/216181
19,/jack-lankester/profil/spieler/602544
26,/bressan/profil/spieler/256453
23,/brandt-bronico/profil/spieler/271183
26,/andres-renteria/profil/spieler/233007
27,/erik-durm/profil/spieler/93922
29,/maciej-rybus/profil/spieler/59597
25,/kevin-stewart/profil/spieler/200782
21,/olamide-shodipo/profil/spieler/401268
24,/daniel-steininger/profil/spieler/195720
28,/georgi-schennikov/profil/spieler/70097
20,/ben-wiles/profil/spieler/542471
24,/bruno-fernandes/profil/spieler/240306
27,/kelyn-rowe/profil/spieler/183118
31,/luca-siligardi/profil/spieler/86079
22,/alexander-rossipal/profil/spieler/296188
25,/jubal/profil/spieler/149928
22,/vukasin-jovanovic/profil/spieler/264140
22,/david-atanga/profil/spieler/254284
22,/davinson-sanchez/profil/spieler/341429
20,/daan-klomp/profil/spieler/400671
26,/rodrigo-arciero/profil/spieler/322649
29,/mauricio-pereyra/profil/spieler/102452
31,/johannes-flum/profil/spieler/38415
19,/josh-tymon/profil/spieler/419929
25,/ali-adnan/profil/spieler/261611
30,/kwadwo-asamoah/profil/spieler/63531
24,/lukas-frode/profil/spieler/153628
21,/matthias-verreth/profil/spieler/292817
23,/tom-barlow/profil/spieler/509916
21,/mauricio-toni/profil/spieler/540299
31,/waldemar-sobota/profil/spieler/110852
37,/ilya-abaev/profil/spieler/15569
22,/adam-armstrong/profil/spieler/250426
24,/michael-frey/profil/spieler/147043
18,/enzo-loiodice/profil/spieler/581781
33,/gael-clichy/profil/spieler/7449
26,/jackson-irvine/profil/spieler/192557
23,/joao-lopes/profil/spieler/547553
29,/bram-nuytinck/profil/spieler/104597
23,/tin-jedvaj/profil/spieler/206386
22,/claudio-spinelli/profil/spieler/504882
26,/carraca/profil/spieler/291941
20,/kikas/profil/spieler/383807
20,/atakan-akkaynak/profil/spieler/327542
21,/luca-zidane/profil/spieler/283489
26,/dario-melnjak/profil/spieler/238500
30,/james-mcclean/profil/spieler/85935
24,/joaquin-correa/profil/spieler/227081
28,/ruben-rochina/profil/spieler/67548
23,/benjamin-pavard/profil/spieler/353366
27,/thomas-bruns/profil/spieler/172202
24,/chadrac-akolo/profil/spieler/247459
21,/chris-mepham/profil/spieler/480987
30,/papy-djilobodji/profil/spieler/136610
32,/michael-de-leeuw/profil/spieler/110906
23,/gonzalo-asis/profil/spieler/549958
26,/borja-valle/profil/spieler/176067
23,/felix-platte/profil/spieler/195782
26,/pol-llonch/profil/spieler/205276
24,/callum-elder/profil/spieler/271997
28,/abel-hernandez/profil/spieler/76608
25,/joao-novais/profil/spieler/228940
34,/charles/profil/spieler/16335
28,/jozabed-sanchez/profil/spieler/207924
29,/marcelo/profil/spieler/190185
28,/lionel-carole/profil/spieler/11530
30,/fabio-pacheco/profil/spieler/111200
28,/sebastian-rode/profil/spieler/44466
31,/fredy-montero/profil/spieler/73852
34,/francesco-magnanelli/profil/spieler/7093
23,/pablo-fornals/profil/spieler/357885
28,/miiko-albornoz/profil/spieler/75852
21,/tim-van-de-berg/profil/spieler/447827
19,/maximilian-bauer/profil/spieler/388363
25,/ryan-williams/profil/spieler/192239
27,/caner-cavlan/profil/spieler/136550
20,/gonzalo-maroni/profil/spieler/441385
27,/zeki-yavru/profil/spieler/98131
32,/johannes-van-den-bergh/profil/spieler/31218
23,/nicolas-linares/profil/spieler/534616
18,/roberto-piccoli/profil/spieler/432092
33,/jimmy-briand/profil/spieler/18909
23,/sory-kaba/profil/spieler/355689
22,/justen-glad/profil/spieler/334597
25,/semi-ajayi/profil/spieler/251912
29,/kike-marquez/profil/spieler/101733
30,/james-chester/profil/spieler/73482
32,/ben-alnwick/profil/spieler/27036
25,/hassane-kamara/profil/spieler/290017
29,/joe-mattock/profil/spieler/49611
24,/emil-krafth/profil/spieler/184528
26,/cyrus-christie/profil/spieler/158623
34,/carlos-pita/profil/spieler/34566
20,/nicolas-schiappacasse/profil/spieler/345473
28,/tolgay-arslan/profil/spieler/53536
19,/tobias-reithmeir/profil/spieler/420298
24,/sean-klaiber/profil/spieler/268113
23,/jannik-pohl/profil/spieler/288432
28,/gaston-campi/profil/spieler/292174
30,/jasmin-kurtic/profil/spieler/85825
24,/matheus-reis/profil/spieler/379249
23,/federico-mattiello/profil/spieler/200194
22,/miles-robinson/profil/spieler/468022
29,/jose-luis-palomino/profil/spieler/125020
28,/nathaniel-clyne/profil/spieler/85177
31,/francesco-acerbi/profil/spieler/131075
25,/tim-chow/profil/spieler/196693
33,/cole-skuse/profil/spieler/48094
25,/daniel-lasure/profil/spieler/336736
23,/sergi-palencia/profil/spieler/268176
26,/kevin-vazquez/profil/spieler/221315
23,/raphael-framberger/profil/spieler/146163
23,/anton-belov/profil/spieler/425746
25,/nelson-semedo/profil/spieler/231572
23,/andre-zambo-anguissa/profil/spieler/354361
25,/marc-aurele-caillard/profil/spieler/205465
31,/arturo-vidal/profil/spieler/37666
28,/luciano-abecasis/profil/spieler/149435
21,/alexis-maldonado/profil/spieler/444100
22,/filip-kusic/profil/spieler/217285
30,/laurent-depoitre/profil/spieler/90583
35,/michel-vorm/profil/spieler/26276
32,/theodor-gebre-selassie/profil/spieler/60632
29,/vladimir-poluyakhtov/profil/spieler/58429
25,/oussama-tannane/profil/spieler/235540
19,/dusan-vlahovic/profil/spieler/357498
18,/diego-lainez/profil/spieler/371174
20,/thomas-amilivia/profil/spieler/639767
22,/stefan-posch/profil/spieler/223974
24,/agustin-allione/profil/spieler/189411
29,/romain-metanire/profil/spieler/154209
23,/nahitan-nandez/profil/spieler/315063
29,/jake-livermore/profil/spieler/61832
34,/paolo-goltz/profil/spieler/55183
28,/aleksandar-katai/profil/spieler/139915
29,/oumar-niasse/profil/spieler/209781
20,/aymen-barkok/profil/spieler/315332
27,/filip-djuricic/profil/spieler/94307
29,/klaus-gjasula/profil/spieler/57598
24,/benjamin-mendy/profil/spieler/157495
25,/luciano-slagveer/profil/spieler/187298
27,/marc-muniesa/profil/spieler/74228
19,/lechii-sadulaev/profil/spieler/623553
23,/kenedy/profil/spieler/281404
24,/melvyn-lorenzen/profil/spieler/143121
33,/manu-garcia/profil/spieler/76273
20,/leon-musaev/profil/spieler/375668
32,/denis-glushakov/profil/spieler/55336
28,/tiago-mesquita/profil/spieler/130622
31,/murat-yildirim/profil/spieler/35530
27,/jose-valencia/profil/spieler/119183
23,/filippo-costa/profil/spieler/197743
31,/marcel-schmelzer/profil/spieler/35208
21,/jean-kevin-augustin/profil/spieler/264956
30,/cheikh-mbengue/profil/spieler/56795
31,/jonathan-sandoval/profil/spieler/74268
25,/luciano-vietto/profil/spieler/214316
30,/ivan-radovanovic/profil/spieler/46105
31,/nicklas-pedersen/profil/spieler/44588
25,/alfie-mawson/profil/spieler/287431
32,/enzo-kalinski/profil/spieler/67818
22,/reece-burke/profil/spieler/264220
27,/yuri-nesterenko/profil/spieler/147072
25,/daniel-bentley/profil/spieler/136401
33,/manuel-fernandes/profil/spieler/16791
36,/federico-marchetti/profil/spieler/22318
27,/willian-jose/profil/spieler/122155
24,/elias-gomez/profil/spieler/302139
32,/manu-barreiro/profil/spieler/72484
28,/oliver-norwood/profil/spieler/73547
31,/eric-alexander/profil/spieler/146031
32,/mevlut-erdinc/profil/spieler/38360
27,/takashi-usami/profil/spieler/111881
25,/lucas-woudenberg/profil/spieler/221766
26,/jonas-knudsen/profil/spieler/144904
25,/caleb-stanko/profil/spieler/190269
24,/ponck/profil/spieler/341516
26,/dairon-asprilla/profil/spieler/260381
26,/lucas-moura/profil/spieler/77100
32,/andrew-surman/profil/spieler/29975
22,/robin-koch/profil/spieler/328784
30,/viktor-vasin/profil/spieler/60134
26,/lucas-melano/profil/spieler/220753
29,/grzegorz-krychowiak/profil/spieler/45184
31,/iago-herrerin/profil/spieler/71570
21,/mikhail-lysov/profil/spieler/289590
23,/ben-thompson/profil/spieler/337062
25,/joe-bryan/profil/spieler/194460
30,/brian-rowe/profil/spieler/213545
25,/matt-crooks/profil/spieler/169416
29,/omer-sismanoglu/profil/spieler/50774
29,/kirill-panchenko/profil/spieler/106675
27,/delano-van-crooij/profil/spieler/159143
26,/hilal-ben-moussa/profil/spieler/223405
20,/tyler-adams/profil/spieler/332705
28,/henk-veerman/profil/spieler/271743
33,/hakan-ozmert/profil/spieler/17465
23,/eric-remedi/profil/spieler/362364
29,/anibal-godoy/profil/spieler/161671
28,/alper-potuk/profil/spieler/99186
22,/christian-martinez/profil/spieler/419247
27,/mikhail-levashov/profil/spieler/148028
33,/washington-camacho/profil/spieler/76490
24,/yvon-mvogo/profil/spieler/147051
30,/rafael-crivellaro/profil/spieler/145692
30,/christopher-handke/profil/spieler/57704
24,/jamilu-collins/profil/spieler/254934
20,/florian-baak/profil/spieler/296345
30,/alex-tayo-akande/profil/spieler/209778
26,/aytac-kara/profil/spieler/159908
32,/ozer-hurmaci/profil/spieler/45004
22,/malcom/profil/spieler/323704
25,/brad-smith/profil/spieler/175745
27,/saad-abdul-salaam/profil/spieler/270532
25,/ibrahima-cisse/profil/spieler/160380
26,/gavin-massey/profil/spieler/148258
21,/konrad-laimer/profil/spieler/223967
23,/aleksey-gritsaenko/profil/spieler/379634
20,/artem-golubev/profil/spieler/375663
26,/jack-price/profil/spieler/129062
26,/michael-ihiekwe/profil/spieler/145923
25,/adrian-dalmau/profil/spieler/288228
27,/matias-vecino/profil/spieler/143812
23,/enis-bardhi/profil/spieler/245014
36,/chechu-dorado/profil/spieler/70898
22,/mikel-merino/profil/spieler/338424
26,/johannes-wurtz/profil/spieler/93926
22,/sebastian-villa/profil/spieler/493000
37,/michael-ratajczak/profil/spieler/1257
30,/mbilla-etame/profil/spieler/78798
25,/josh-vela/profil/spieler/173804
32,/vladislav-ignatjev/profil/spieler/51897
31,/makhete-diop/profil/spieler/124757
30,/leandro-sapetti/profil/spieler/149486
32,/ferhat-oztorun/profil/spieler/37839
23,/santi-mina/profil/spieler/255653
22,/calvin-verdonk/profil/spieler/258364
21,/hassani-dotson/profil/spieler/636081
26,/mike-te-wierik/profil/spieler/155806
26,/victor-cabrera/profil/spieler/353463
30,/matteo-scozzarella/profil/spieler/85208
29,/ryan-bennett/profil/spieler/67252
20,/mads-bech-sorensen/profil/spieler/372240
28,/oliver-baumann/profil/spieler/55089
26,/ogenyi-onazi/profil/spieler/131709
24,/baptiste-santamaria/profil/spieler/285323
24,/fede-vico/profil/spieler/162079
24,/joao-camacho/profil/spieler/268732
25,/arkadiusz-milik/profil/spieler/191891
23,/joao-palhinha/profil/spieler/257455
26,/karl-toko-ekambi/profil/spieler/315110
35,/bilal-kisa/profil/spieler/7444
30,/rudy-gestede/profil/spieler/39908
24,/lucas-olaza/profil/spieler/216240
29,/vitor-bruno/profil/spieler/130635
25,/otavio/profil/spieler/312314
26,/cristian-borja/profil/spieler/356099
23,/ollie-watkins/profil/spieler/324358
24,/leandro-paredes/profil/spieler/166237
22,/duvan-vergara/profil/spieler/413658
32,/dmitri-kombarov/profil/spieler/38782
30,/fernando-monetti/profil/spieler/69815
28,/bastos/profil/spieler/195810
27,/daniel-carvajal/profil/spieler/138927
21,/abduhamit-abdugheni/profil/spieler/449191
31,/ceyhun-gulselam/profil/spieler/37216
30,/lorenzo-de-silvestri/profil/spieler/33571
28,/kevin-muller/profil/spieler/43824
32,/facundo-roncaglia/profil/spieler/61546
22,/dominic-calvert-lewin/profil/spieler/306024
25,/remi-matthews/profil/spieler/196722
23,/nayef-aguerd/profil/spieler/361914
32,/billy-jones/profil/spieler/36866
21,/wilfried-kanga/profil/spieler/395523
29,/filipe-melo/profil/spieler/134580
23,/mike-maignan/profil/spieler/182906
19,/nicky-beloko/profil/spieler/382774
33,/riccardo-meggiorini/profil/spieler/28936
31,/karim-benzema/profil/spieler/18922
30,/emmanuel-mas/profil/spieler/77153
23,/damian-szymanski/profil/spieler/259881
22,/diego-mercado/profil/spieler/556049
24,/bernardo/profil/spieler/364258
24,/emanuel-taffertshofer/profil/spieler/196785
23,/mathias-jensen/profil/spieler/319859
29,/edin-visca/profil/spieler/109217
26,/ramon-azeez/profil/spieler/131667
35,/cris/profil/spieler/24946
34,/luke-steele/profil/spieler/3539
33,/niklas-moisander/profil/spieler/5017
27,/abdoulay-diaby/profil/spieler/148396
29,/dmitri-stotskiy/profil/spieler/124700
30,/mats-hummels/profil/spieler/39728
36,/wesley-hoolahan/profil/spieler/24589
22,/michael-breij/profil/spieler/258511
23,/matias-romero/profil/spieler/605721
23,/mike-havekotte/profil/spieler/206743
26,/abdon-prats/profil/spieler/177452
29,/nejc-skubic/profil/spieler/91434
35,/jordan-harvey/profil/spieler/39354
28,/thomas-monconduit/profil/spieler/127182
21,/nordi-mukiele/profil/spieler/348026
21,/jeremiah-gutjahr/profil/spieler/402838
21,/pol-lirola/profil/spieler/298975
28,/bekim-balaj/profil/spieler/99137
27,/diego-demme/profil/spieler/82070
29,/edgar-prib/profil/spieler/60028
29,/toni-kroos/profil/spieler/31909
22,/wilfrid-kaptoum/profil/spieler/256120
27,/alhassane-keita/profil/spieler/197734
30,/sokratis/profil/spieler/34322
30,/radosav-petrovic/profil/spieler/75296
21,/kevin-mac-allister/profil/spieler/428920
22,/tim-skarke/profil/spieler/287920
29,/fernando-godoy/profil/spieler/130452
29,/ismail-koybasi/profil/spieler/74641
29,/ola-kamara/profil/spieler/62067
22,/george-byers/profil/spieler/240083
21,/roland-sallai/profil/spieler/332798
36,/tyrone-mears/profil/spieler/14050
29,/victor-laguardia/profil/spieler/67080
26,/alexander-gonzalez/profil/spieler/147562
34,/serkan-kirintili/profil/spieler/16058
37,/emiliano-moretti/profil/spieler/5755
30,/chung-yong-lee/profil/spieler/81801
19,/daniel-butterworth/profil/spieler/478637
21,/shamit-shome/profil/spieler/423445
28,/michael-barrios/profil/spieler/313286
30,/jimmy-durmaz/profil/spieler/80205
25,/vedat-muriqi/profil/spieler/256267
24,/santiago-mosquera/profil/spieler/490621
24,/raheem-sterling/profil/spieler/134425
24,/bjorn-engels/profil/spieler/193469
26,/vyacheslav-podberezkin/profil/spieler/207528
33,/senad-lulic/profil/spieler/61449
30,/jimmy-maurer/profil/spieler/183337
23,/jalil-elias/profil/spieler/376859
22,/joaquin-varela/profil/spieler/553421
19,/nicolo-zaniolo/profil/spieler/392085
21,/marcelo-mino/profil/spieler/508135
31,/roy-beerens/profil/spieler/25427
26,/giannelli-imbula/profil/spieler/130756
19,/danil-stepanov/profil/spieler/456182
21,/marcelo-saracchi/profil/spieler/373916
26,/ryo-miyaichi/profil/spieler/129688
23,/patrik-schick/profil/spieler/242086
24,/pierluigi-gollini/profil/spieler/244192
32,/federico-fazio/profil/spieler/45314
21,/jay-roy-grot/profil/spieler/360517
25,/matias-kranevitter/profil/spieler/240900
22,/andres-ponce/profil/spieler/308256
30,/denis-odoi/profil/spieler/59641
25,/manuel-lazzari/profil/spieler/331401
34,/darren-potter/profil/spieler/22231
31,/rurik-gislason/profil/spieler/15961
23,/james-igbekeme/profil/spieler/375849
27,/erik-lamela/profil/spieler/111630
28,/pascal-testroet/profil/spieler/53521
28,/lorenzo-melgarejo/profil/spieler/127822
23,/gaston-pereiro/profil/spieler/264116
20,/florian-carstens/profil/spieler/334543
36,/roman-martinez/profil/spieler/53134
25,/alex-lopez/profil/spieler/166674
23,/tomas-cardona/profil/spieler/422700
22,/georgi-melkadze/profil/spieler/281552
34,/hector-verdes/profil/spieler/57954
30,/vicente-gomez/profil/spieler/153236
27,/marcin-kaminski/profil/spieler/129358
22,/boulaye-dia/profil/spieler/626913
19,/moussa-diaby/profil/spieler/395516
34,/javier-mascherano/profil/spieler/19981
21,/keinan-davis/profil/spieler/412660
26,/joe-newell/profil/spieler/185342
25,/saman-ghoddos/profil/spieler/204294
25,/anthony-jackson-hamel/profil/spieler/333093
30,/mert-gunok/profil/spieler/51894
31,/diego-capel/profil/spieler/27471
20,/elias-pereyra/profil/spieler/576027
23,/andrea-petagna/profil/spieler/199258
21,/agustin-heredia/profil/spieler/570420
28,/david-texeira/profil/spieler/143182
24,/karim-rekik/profil/spieler/182579
26,/carlos-pomares/profil/spieler/238872
